factor_set,strategy,date,strategy_total_return,benchmark_total_return,cumulative_return_spread,geometric_excess_return,annualized_mean_daily_excess,annualized_tracking_error,information_ratio,beta,correlation
required_4,adaptive_open,2025-11-20,0.2717846744,0.0539120001,0.2178726743,0.2067275772,0.7971788756,0.1090433371,7.3106610329,1.0063071220,0.8330869797
required_4,adaptive_open,2025-11-21,0.2392196607,0.0208426812,0.2183769795,0.2139183476,0.8211482580,0.1100867126,7.4591041799,0.9786833200,0.8304727328
required_4,adaptive_open,2025-11-24,0.1966224653,-0.0040480519,0.2006705172,0.2014861436,0.7782770436,0.1108872762,7.0186325255,1.0048388404,0.8459780602
required_4,adaptive_open,2025-11-25,0.2209734683,0.0026062210,0.2183672473,0.2177996134,0.8354257044,0.1099327041,7.5994283167,1.0159414740,0.8522080973
required_4,adaptive_open,2025-11-26,0.2229399601,0.0062082436,0.2167317164,0.2153944949,0.8270881332,0.1101959383,7.5056136012,1.0131254652,0.8514293235
required_4,adaptive_open,2025-11-27,0.1961164750,-0.0093805114,0.2054969865,0.2074429070,0.7992376480,0.1104651453,7.2352020724,1.0128731555,0.8493021128
required_4,adaptive_open,2025-11-28,0.2560542528,0.0204455930,0.2356086598,0.2308880174,0.8790634986,0.1083832062,8.1106984162,0.9639986496,0.8284502292
required_4,adaptive_open,2025-12-01,0.2549511029,0.0306415779,0.2243095250,0.2176406714,0.8331813630,0.1071928098,7.7727355448,0.9549188904,0.8325117017
required_4,adaptive_open,2025-12-02,0.2478412169,0.0316079199,0.2162332971,0.2096080235,0.8053471289,0.1076850319,7.4787286076,0.9551231700,0.8313640970
required_4,adaptive_open,2025-12-03,0.2328847367,0.0205273227,0.2123574140,0.2080859662,0.8000109881,0.1078132535,7.4203399163,0.9584686578,0.8308100789
required_4,adaptive_open,2025-12-04,0.2462881272,0.0239210026,0.2223671245,0.2171721490,0.8312883293,0.1073514393,7.7436160595,0.9470558051,0.8279919767
required_4,adaptive_open,2025-12-05,0.2651271108,0.0320602092,0.2330669016,0.2258268457,0.8608752902,0.1077005210,7.9932323623,0.9285205583,0.8173616083
required_4,adaptive_open,2025-12-08,0.2767389663,0.0442910609,0.2324479054,0.2225891938,0.8499269852,0.1074327554,7.9112462670,0.9325060684,0.8218997650
required_4,adaptive_open,2025-12-09,0.2657571153,0.0279915340,0.2377655813,0.2312913807,0.8800799721,0.1059099462,8.3097008718,0.9540041575,0.8246481822
required_4,adaptive_open,2025-12-10,0.2386318662,0.0061299982,0.2325018680,0.2310853154,0.8792268958,0.1059251716,8.3004528844,0.9598910875,0.8240631384
required_4,adaptive_open,2025-12-11,0.2398083204,0.0118011038,0.2280072166,0.2253478631,0.8596700650,0.1055907181,8.1415306234,0.9632037942,0.8251526027
required_4,adaptive_open,2025-12-12,0.2288837720,-0.0083076990,0.2371914710,0.2391784939,0.9061766776,0.1074635840,8.4324069980,0.9385257597,0.8207169252
required_4,adaptive_open,2025-12-15,0.2110206493,-0.0268654741,0.2378861233,0.2444534820,0.9240921782,0.1067852106,8.6537468340,0.9518342622,0.8230415059
required_4,adaptive_open,2025-12-16,0.2021920050,-0.0228864129,0.2250784179,0.2303503102,0.8759393609,0.1043306004,8.3958048487,0.9542652605,0.8298662844
required_4,adaptive_open,2025-12-17,0.2028862903,-0.0404566799,0.2433429702,0.2536029016,0.9538094698,0.0999311866,9.5446627061,0.9461185232,0.8453689398
required_4,adaptive_open,2025-12-18,0.1915134532,-0.0452907339,0.2368041871,0.2480380106,0.9349915407,0.1004222467,9.3106017013,0.9440457490,0.8427047983
required_4,adaptive_open,2025-12-19,0.1910562079,-0.0378149873,0.2288711952,0.2378660986,0.9003786943,0.0945934739,9.5184018177,0.9558201993,0.8611692844
required_4,adaptive_open,2025-12-22,0.2332826902,-0.0046829716,0.2379656618,0.2390852915,0.9048484137,0.0945325788,9.5718156137,0.9490842207,0.8596479201
required_4,adaptive_open,2025-12-23,0.2240179605,-0.0019343622,0.2259523228,0.2263902435,0.8616122747,0.0955408598,9.0182595843,0.9502487806,0.8573390396
required_4,adaptive_open,2025-12-24,0.2310102373,-0.0041653160,0.2351755533,0.2361592311,0.8945868364,0.0916947901,9.7561359301,0.9477722397,0.8664312079
required_4,adaptive_open,2025-12-25,0.2543033503,0.0165024820,0.2378008683,0.2339402731,0.8870071493,0.0920369986,9.6375062494,0.9348075505,0.8622743436
required_4,adaptive_open,2025-12-26,0.2487562309,0.0078019342,0.2409542966,0.2390889404,0.9046622794,0.0914028681,9.8975261749,0.9439405443,0.8626444719
required_4,adaptive_open,2025-12-29,0.2554780666,0.0142489499,0.2412291167,0.2378401444,0.9003257739,0.0918332630,9.8039179286,0.9351192216,0.8587806385
required_4,adaptive_open,2025-12-30,0.2380702973,0.0087797531,0.2292905442,0.2272949507,0.8644899119,0.0932724166,9.2684412310,0.9421840257,0.8571384869
required_4,adaptive_open,2025-12-31,0.2303820654,0.0010714275,0.2293106378,0.2290652111,0.8705256034,0.0931460872,9.3458096829,0.9448582444,0.8570042909
required_4,adaptive_open,2026-01-05,0.2413121692,0.0022963538,0.2390158154,0.2384682080,0.9025221954,0.0913241024,9.8826286958,0.9456115398,0.8616986279
required_4,adaptive_open,2026-01-06,0.2472395307,0.0156765185,0.2315630123,0.2279889395,0.8667869851,0.0910678997,9.5180298163,0.9431342590,0.8634665353
required_4,adaptive_open,2026-01-07,0.2776141987,0.0499451513,0.2276690474,0.2168389912,0.8289675206,0.0917441890,9.0356406158,0.9417497265,0.8508117126
required_4,adaptive_open,2026-01-08,0.2308550507,0.0154671937,0.2153878570,0.2121071546,0.8129046446,0.0928830509,8.7519158380,0.9671593406,0.8353619106
required_4,adaptive_open,2026-01-09,0.2529267842,0.0395030934,0.2134236909,0.2053131850,0.7893745234,0.0933442411,8.4565958681,0.9581883113,0.8327933082
required_4,adaptive_open,2026-01-12,0.2418164614,0.0406107717,0.2012056896,0.1933534566,0.7470794860,0.0958193715,7.7967479283,0.9346197357,0.8208232424
required_4,adaptive_open,2026-01-13,0.2514892616,0.0617816691,0.1897075925,0.1786691163,0.6948952160,0.0985902874,7.0483131183,0.9119762166,0.8087305678
required_4,adaptive_open,2026-01-14,0.2733137479,0.0623181717,0.2109955762,0.1986180617,0.7660208703,0.1080443272,7.0898758890,0.8834549082,0.7732068489
required_4,adaptive_open,2026-01-15,0.2570831573,0.0527380097,0.2043451476,0.1941082640,0.7499663480,0.1080933829,6.9381337506,0.8793390191,0.7695960134
required_4,adaptive_open,2026-01-16,0.2431980340,0.0439187491,0.1992792848,0.1908953978,0.7385128796,0.1083558415,6.8156258983,0.8744993857,0.7622143016
required_4,adaptive_open,2026-01-19,0.2223615081,0.0291891628,0.1931723453,0.1876937227,0.7267745155,0.1079561662,6.7321260208,0.8684762948,0.7649038819
required_4,adaptive_open,2026-01-20,0.2318918340,0.0431057266,0.1887861074,0.1809846333,0.7026856822,0.1086918819,6.4649325219,0.8554068095,0.7688454133
required_4,adaptive_open,2026-01-21,0.1962149301,0.0406755720,0.1555393581,0.1494599876,0.5888828190,0.1097896475,5.3637372235,0.8603206632,0.7670517460
required_4,adaptive_open,2026-01-22,0.2075980571,0.0551803518,0.1524177052,0.1444470654,0.5703700493,0.1104902704,5.1621744357,0.8493109784,0.7651567111
required_4,adaptive_open,2026-01-23,0.2164236634,0.0641138808,0.1523097826,0.1431329723,0.5655039478,0.1106072000,5.1127227525,0.8465711796,0.7667353698
required_4,adaptive_open,2026-01-26,0.2057336061,0.0776163288,0.1281172773,0.1188895100,0.4748554306,0.1088305970,4.3632530174,0.8387767908,0.7729655509
required_4,adaptive_open,2026-01-27,0.1979151414,0.0782536073,0.1196615340,0.1109771702,0.4452502555,0.1085103953,4.1032958577,0.8522545301,0.7771302463
required_4,adaptive_open,2026-01-28,0.1608044777,0.0598332227,0.1009712551,0.0952708907,0.3848714990,0.1078253955,3.5693956622,0.8400097969,0.7735302889
required_4,adaptive_open,2026-01-29,0.1373011394,0.0463037815,0.0909973578,0.0869703039,0.3529001771,0.1081673924,3.2625375280,0.8450025067,0.7746567759
required_4,adaptive_open,2026-01-30,0.1361022952,0.0462842068,0.0898180884,0.0858448286,0.3485806708,0.1081664444,3.2226322371,0.8467926635,0.7751458568
required_4,adaptive_open,2026-02-02,0.1402603880,0.0309791201,0.1092812679,0.1059975569,0.4265558199,0.1071630796,3.9804363721,0.8745297806,0.7777043652
required_4,adaptive_open,2026-02-03,0.1352522607,0.0246955128,0.1105567479,0.1078922924,0.4336990648,0.1071425047,4.0478712541,0.8747758725,0.7790329919
required_4,adaptive_open,2026-02-04,0.1261833862,0.0278971358,0.0982862504,0.0956187608,0.3867556900,0.1109463147,3.4859714908,0.8541102880,0.7635199917
required_4,adaptive_open,2026-02-05,0.1180114963,0.0248160282,0.0931954682,0.0909387301,0.3684407979,0.1098422358,3.3542725624,0.8458780790,0.7636635877
required_4,adaptive_open,2026-02-06,0.1331291939,0.0132001686,0.1199290253,0.1183665667,0.4735740467,0.1215735699,3.8953700800,0.8183802218,0.7199093989
required_4,adaptive_open,2026-02-09,0.1610250129,0.0364418916,0.1245831214,0.1202027073,0.4806738901,0.1215435668,3.9547456328,0.8331179612,0.7389324584
required_4,adaptive_open,2026-02-10,0.1390448757,0.0372551374,0.1017897383,0.0981337519,0.3958302617,0.1168050921,3.3888099780,0.8108148264,0.7466409760
required_4,adaptive_open,2026-02-11,0.1247648891,0.0348467694,0.0899181197,0.0868902744,0.3521092260,0.1140815805,3.0864686885,0.8071856898,0.7538549944
required_4,adaptive_open,2026-02-12,0.1276641595,0.0331633885,0.0945007710,0.0914674020,0.3697344588,0.1136534174,3.2531750246,0.8072000255,0.7552937141
required_4,adaptive_open,2026-02-13,0.1015587750,0.0337831726,0.0677756024,0.0655607522,0.2703360097,0.1199005747,2.2546681726,0.8456085061,0.7474873575
required_4,adaptive_open,2026-02-24,0.1246280293,0.0455566900,0.0790713393,0.0756260661,0.3099408161,0.1206592326,2.5687285543,0.8382264277,0.7394792431
required_4,adaptive_open,2026-02-25,0.1689854307,0.0779417950,0.0910436357,0.0844606232,0.3465550229,0.1248483730,2.7758072832,0.8956628484,0.7333224318
required_4,adaptive_open,2026-02-26,0.2243535897,0.1146397218,0.1097138679,0.0984298924,0.4003520787,0.1252698202,3.1959180447,0.8628913314,0.6986907975
required_4,adaptive_open,2026-02-27,0.2001556405,0.1011617023,0.0989939382,0.0898995470,0.3671189987,0.1245358287,2.9478986291,0.8496223319,0.6938064673
required_4,adaptive_open,2026-03-02,0.2094503667,0.0938035115,0.1156468552,0.1057290948,0.4280305281,0.1267850105,3.3760341720,0.8453551946,0.6851152264
required_4,adaptive_open,2026-03-03,0.1962021486,0.0940971077,0.1021050408,0.0933235634,0.3811783009,0.1298742943,2.9349788026,0.8602079699,0.6813630650
required_4,adaptive_open,2026-03-04,0.1449945770,0.0524082344,0.0925863425,0.0879756919,0.3595748482,0.1288578699,2.7904764260,0.8705151372,0.7362909250
required_4,adaptive_open,2026-03-05,0.1552152802,0.0547501628,0.1004651174,0.0952501559,0.3881419093,0.1294432432,2.9985490139,0.8891523435,0.7425261654
required_4,adaptive_open,2026-03-06,0.1599935265,0.0473533614,0.1126401651,0.1075474326,0.4349607633,0.1301803585,3.3412165113,0.8807340140,0.7394384936
required_4,adaptive_open,2026-03-09,0.2248030993,0.0678410825,0.1569620169,0.1469900526,0.5870879616,0.1480685105,3.9649751287,0.9718591947,0.7324551754
required_4,adaptive_open,2026-03-10,0.2305305760,0.0791604488,0.1513701272,0.1402665631,0.5624848408,0.1480366781,3.7996316046,0.9746051182,0.7318142455
required_4,adaptive_open,2026-03-11,0.2516049517,0.1020984100,0.1495065417,0.1356562539,0.5459279519,0.1475859348,3.6990513550,0.9894085375,0.7348766348
required_4,adaptive_open,2026-03-12,0.2334808686,0.0887527635,0.1447281051,0.1329301839,0.5355615031,0.1474931812,3.6310933083,0.9846821836,0.7303520379
required_4,adaptive_open,2026-03-13,0.2200263589,0.0781461790,0.1418801798,0.1315964223,0.5305761367,0.1475270031,3.5964679386,0.9872925168,0.7334789539
required_4,adaptive_open,2026-03-16,0.2276705203,0.0843513460,0.1433191742,0.1321704213,0.5327413094,0.1475222010,3.6112619366,0.9862387494,0.7309510141
required_4,adaptive_open,2026-03-17,0.2339424835,0.0862575254,0.1476849580,0.1359575925,0.5468867788,0.1477601683,3.7011786395,0.9870250620,0.7306817500
required_4,adaptive_open,2026-03-18,0.2253387112,0.0862251379,0.1391135733,0.1280706628,0.5178422290,0.1462152075,3.5416441148,1.0085150747,0.7415016960
required_4,adaptive_open,2026-03-19,0.2370512314,0.0921824693,0.1448687621,0.1326415377,0.5349146859,0.1464192100,3.6533094648,1.0066211708,0.7388156652
required_4,adaptive_open,2026-03-20,0.2135411948,0.0750334156,0.1385077792,0.1288404408,0.5207596262,0.1464830534,3.5550844563,1.0118558601,0.7464588627
required_4,adaptive_open,2026-03-23,0.1814412074,0.0491360134,0.1323051940,0.1261087145,0.5102226578,0.1461955170,3.4900020770,1.0077535137,0.7801761892
required_4,adaptive_open,2026-03-24,0.1477222943,0.0255365004,0.1221857939,0.1191432912,0.4849041569,0.1472574805,3.2928999962,1.0315127764,0.7936995050
required_4,adaptive_open,2026-03-25,0.1452627210,0.0340686067,0.1111941143,0.1075306934,0.4403797276,0.1446105001,3.0452818256,1.0218749922,0.8001905744
required_4,adaptive_open,2026-03-26,0.1423647478,0.0326712898,0.1096934580,0.1062230151,0.4353162295,0.1445924537,3.0106427986,1.0197150686,0.7988776312
required_4,adaptive_open,2026-03-27,0.1204660211,0.0098405352,0.1106254858,0.1095474800,0.4479671049,0.1442300337,3.1059211001,1.0248762396,0.8095057762
required_4,adaptive_open,2026-03-30,0.1570717288,0.0318053731,0.1252663557,0.1214050236,0.4930796107,0.1442860332,3.4173758860,1.0296318693,0.8134606152
required_4,adaptive_open,2026-03-31,0.1652461781,0.0343450540,0.1309011242,0.1265545996,0.5125479101,0.1441317868,3.5561059881,1.0341845915,0.8157777936
required_4,adaptive_open,2026-04-01,0.1736813144,0.0273092909,0.1463720235,0.1424809692,0.5719212509,0.1471719867,3.8860741348,1.0311265972,0.8088053789
required_4,adaptive_open,2026-04-02,0.1844000211,0.0234457556,0.1609542655,0.1572670214,0.6257724778,0.1464849906,4.2719221631,1.0264487389,0.8092158712
required_4,adaptive_open,2026-04-03,0.1798511102,0.0157008373,0.1641502729,0.1616128163,0.6414160448,0.1459331791,4.3952721963,1.0264337083,0.8123988151
required_4,adaptive_open,2026-04-07,0.1576911704,-0.0112241723,0.1689153427,0.1708327995,0.6736842080,0.1467124452,4.5918681759,1.0046423364,0.8152606272
required_4,adaptive_open,2026-04-08,0.2066874601,0.0178627058,0.1888247543,0.1855110254,0.7283856955,0.1489299899,4.8907926190,1.0401919713,0.8334509621
required_4,adaptive_open,2026-04-09,0.2168512682,0.0179018199,0.1989494483,0.1954505282,0.7639592209,0.1492147024,5.1198655949,1.0479155458,0.8350311664
required_4,adaptive_open,2026-04-10,0.1895597882,0.0068063636,0.1827534245,0.1815179474,0.7153899165,0.1529618568,4.6769170522,1.0569228948,0.8303888787
required_4,adaptive_open,2026-04-13,0.1967683499,0.0135125112,0.1832558388,0.1808126064,0.7127478977,0.1531065020,4.6552425174,1.0520607822,0.8285708993
required_4,adaptive_open,2026-04-14,0.1841924039,0.0078021636,0.1763902403,0.1750246692,0.6920751180,0.1540189702,4.4934407576,1.0516543901,0.8255318681
required_4,adaptive_open,2026-04-15,0.1808739316,-0.0014988125,0.1823727441,0.1826464970,0.7194927285,0.1527526861,4.7101805339,1.0633093587,0.8291330630
required_4,adaptive_open,2026-04-16,0.1561155999,-0.0223883802,0.1785039800,0.1825919173,0.7200426673,0.1527116108,4.7150486027,1.0864775219,0.8346574722
required_4,adaptive_open,2026-04-17,0.1542038846,-0.0028943289,0.1570982135,0.1575542272,0.6298644643,0.1456695620,4.3239263969,1.1022412897,0.8517466049
required_4,adaptive_open,2026-04-20,0.1320025736,-0.0048455877,0.1368481613,0.1375144999,0.5572056130,0.1507709936,3.6957083049,1.1051270317,0.8441623334
required_4,adaptive_open,2026-04-21,0.1369502757,-0.0025251607,0.1394754365,0.1398285260,0.5658038228,0.1506518581,3.7557042429,1.1056945524,0.8448944348
required_4,adaptive_open,2026-04-22,0.1401699988,0.0057211257,0.1344488731,0.1336840498,0.5432613484,0.1506142789,3.6069710822,1.1098474253,0.8449572752
required_4,adaptive_open,2026-04-23,0.1353387826,-0.0103996125,0.1457383952,0.1472699456,0.5937719449,0.1507753013,3.9381247454,1.1252231303,0.8447674644
required_4,adaptive_open,2026-04-24,0.1234798255,-0.0230363530,0.1465161785,0.1499709626,0.6040486250,0.1498593235,4.0307710648,1.1373873849,0.8518684234
required_4,adaptive_open,2026-04-27,0.1195821198,-0.0314057130,0.1509878328,0.1558834641,0.6257641282,0.1492897867,4.1916070898,1.1462969380,0.8536497381
required_4,adaptive_open,2026-04-28,0.1013086867,-0.0363847343,0.1376934210,0.1428925276,0.5783776060,0.1521571062,3.8011869472,1.1428763165,0.8470058951
required_4,adaptive_open,2026-04-29,0.1033604342,-0.0513318452,0.1546922794,0.1630625826,0.6521366435,0.1520222564,4.2897445345,1.1527869639,0.8482967343
required_4,adaptive_open,2026-04-30,0.1356506354,-0.0272231397,0.1628737752,0.1674317943,0.6681002005,0.1518874142,4.3986541214,1.1481474926,0.8497009276
required_4,adaptive_open,2026-05-06,0.1491384891,-0.0163610564,0.1654995455,0.1682523314,0.6708536440,0.1517645286,4.4203586313,1.1407200040,0.8480497342
required_4,adaptive_open,2026-05-07,0.1551053843,-0.0046473781,0.1597527624,0.1604986604,0.6427567994,0.1535295772,4.1865340301,1.1303733256,0.8421265277
required_4,adaptive_open,2026-05-08,0.1618335661,0.0088282345,0.1530053317,0.1516663853,0.6106626250,0.1546746993,3.9480446897,1.1255327282,0.8381766700
required_4,adaptive_open,2026-05-11,0.1641187144,0.0211882711,0.1429304433,0.1399648305,0.5674520519,0.1541120782,3.6820738430,1.1176312259,0.8393341765
required_4,adaptive_open,2026-05-12,0.1679884139,0.0300499801,0.1379384338,0.1339143114,0.5451285260,0.1544962659,3.5284252517,1.1168701207,0.8380604708
required_4,adaptive_open,2026-05-13,0.1441463482,0.0057704601,0.1383758881,0.1375819768,0.5596100425,0.1532408068,3.6518343533,1.1448525211,0.8491822140
required_4,adaptive_open,2026-05-14,0.1325851548,0.0098934751,0.1226916797,0.1214897241,0.4994960271,0.1545895592,3.2311110112,1.1356113801,0.8449823308
required_4,adaptive_open,2026-05-15,0.0856114836,-0.0001186702,0.0857301538,0.0857403287,0.3629691219,0.1463608823,2.4799599191,1.1566290752,0.8660753758
required_4,adaptive_open,2026-05-18,0.0478779678,-0.0309565048,0.0788344726,0.0813528732,0.3458410943,0.1465050487,2.3606087123,1.1636592659,0.8636234629
required_4,adaptive_open,2026-05-19,0.0502040789,-0.0360305991,0.0862346780,0.0894578997,0.3773809788,0.1466152048,2.5739552682,1.1684144333,0.8640536356
required_4,adaptive_open,2026-05-20,0.0755649311,-0.0311626066,0.1067275377,0.1101604236,0.4579233385,0.1527878031,2.9971197244,1.1788445344,0.8574367297
required_4,adaptive_open,2026-05-21,0.0620590624,-0.0332752499,0.0953343122,0.0986157768,0.4143618142,0.1545481127,2.6811185654,1.1820574456,0.8556433748
required_4,adaptive_open,2026-05-22,0.0737974202,-0.0486177687,0.1224151890,0.1286708800,0.5256339627,0.1497898750,3.5091421407,1.1437896285,0.8584696477
required_4,adaptive_open,2026-05-25,0.0918635817,-0.0351449578,0.1270085395,0.1316348404,0.5374071116,0.1503821202,3.5736104194,1.1523130351,0.8625113938
required_4,adaptive_open,2026-05-26,0.0388344472,-0.0547435832,0.0935780304,0.0989975088,0.4136068104,0.1479795339,2.7950271200,1.1466540929,0.8646564458
required_4,adaptive_open,2026-05-27,-0.0006778786,-0.0733338741,0.0726559955,0.0784057963,0.3343571881,0.1491019777,2.2424731932,1.1503566472,0.8638882601
required_4,adaptive_open,2026-05-28,-0.0248753596,-0.0895647323,0.0646893727,0.0710532369,0.3062498989,0.1499313022,2.0426014743,1.1582275979,0.8680368200
required_4,adaptive_open,2026-05-29,-0.0362055053,-0.0806877881,0.0444822827,0.0483864809,0.2159222142,0.1489463069,1.4496647736,1.1480029844,0.8678963457
required_4,adaptive_open,2026-06-01,-0.0402226839,-0.0934904823,0.0532677984,0.0587614331,0.2569338635,0.1465899725,1.7527383291,1.1459197546,0.8735668350
required_4,adaptive_open,2026-06-02,0.0323654984,-0.0368408144,0.0692063127,0.0718534524,0.3116691148,0.1504395011,2.0717239320,1.2035805219,0.8769948569
required_4,adaptive_open,2026-06-03,-0.0194785112,-0.0676447064,0.0481661953,0.0516607731,0.2322442513,0.1520670552,1.5272489555,1.2120702465,0.8762485978
required_4,adaptive_open,2026-06-04,-0.0369485352,-0.0728325359,0.0358840007,0.0387028256,0.1804248373,0.1512927305,1.1925545710,1.2182220610,0.8799039641
required_4,adaptive_open,2026-06-05,-0.0971600400,-0.0948391663,-0.0023208737,-0.0025640457,0.0052293171,0.1324560418,0.0394796419,1.1665408727,0.8916263421
required_4,adaptive_open,2026-06-08,-0.1021103397,-0.1087141020,0.0066037624,0.0074092526,0.0467417735,0.1338444799,0.3492245148,1.1571203992,0.8879183165
required_4,adaptive_open,2026-06-09,-0.1279423915,-0.1164110004,-0.0115313912,-0.0130506278,-0.0391240672,0.1377363534,-0.2840504069,1.1505835429,0.8792444723
required_4,adaptive_open,2026-06-10,-0.1395436194,-0.1201825220,-0.0193610974,-0.0220058112,-0.0771943922,0.1383230135,-0.5580733841,1.1514950290,0.8785836535
required_4,adaptive_open,2026-06-11,-0.1495781592,-0.1215405859,-0.0280375733,-0.0319167543,-0.1193895335,0.1395876972,-0.8553012614,1.1577707791,0.8784252130
required_4,adaptive_open,2026-06-12,-0.1405273356,-0.1160610823,-0.0244662533,-0.0276786696,-0.1008446603,0.1402199783,-0.7191889593,1.1610311021,0.8785967013
required_4,adaptive_open,2026-06-15,-0.1352675047,-0.1102802778,-0.0249872269,-0.0280843802,-0.1024517617,0.1401444242,-0.7310441518,1.1631780500,0.8802269543
required_4,adaptive_open,2026-06-16,-0.1244419838,-0.0897334492,-0.0347085345,-0.0381300779,-0.1457638665,0.1396155622,-1.0440373851,1.1737708794,0.8818158490
required_4,adaptive_open,2026-06-17,-0.1380399824,-0.0874613882,-0.0505785942,-0.0554262510,-0.2217814700,0.1409820569,-1.5731184153,1.1701942367,0.8789179206
required_4,adaptive_open,2026-06-18,-0.1500478607,-0.0862728942,-0.0637749665,-0.0697965137,-0.2848856921,0.1440205685,-1.9780903180,1.1858058421,0.8780323129
required_4,adaptive_open,2026-06-22,-0.1168824519,-0.0499362549,-0.0669461970,-0.0704649528,-0.2871179426,0.1439324751,-1.9948100135,1.2452318987,0.8747619037
required_4,adaptive_open,2026-06-23,-0.0918196905,-0.0289930255,-0.0628266650,-0.0647025888,-0.2618983139,0.1433969597,-1.8263867970,1.2425760865,0.8697079507
required_4,adaptive_open,2026-06-24,-0.1126618180,-0.0417963931,-0.0708654249,-0.0739565416,-0.3041495003,0.1430490312,-2.1261905640,1.2354973098,0.8636990069
required_4,adaptive_open,2026-06-25,-0.1271610263,-0.0735051157,-0.0536559106,-0.0579127974,-0.2328516448,0.1486149724,-1.5668114791,1.1871510122,0.8413987474
required_4,adaptive_open,2026-06-26,-0.1067051275,-0.0690400597,-0.0376650678,-0.0404583121,-0.1564681826,0.1532754033,-1.0208303437,1.1552170370,0.8209599573
required_4,adaptive_open,2026-06-29,-0.1264997439,-0.1043200927,-0.0221796512,-0.0247629215,-0.0900537191,0.1600902447,-0.5625184676,1.0744875411,0.7873284256
required_4,adaptive_open,2026-06-30,-0.1392634937,-0.1163952715,-0.0228682222,-0.0258806019,-0.0950532887,0.1599961622,-0.5940973045,1.0702631329,0.7828598003
extended_10,adaptive_close,2025-07-01,0.0233076200,0.0616777432,-0.0383701232,-0.0361410263,-0.1938859108,0.2790780984,-0.6947371073,0.0582451112,0.2112959247
extended_10,adaptive_close,2025-07-02,0.0333566645,0.0595519180,-0.0261952535,-0.0247229542,-0.1442211481,0.2800457490,-0.5149913849,0.0572889706,0.2018528517
extended_10,adaptive_close,2025-07-03,0.0336402899,0.0692809990,-0.0356407090,-0.0333314714,-0.1814482631,0.2799068772,-0.6482451052,0.0571435477,0.2012152145
extended_10,adaptive_close,2025-07-04,0.0359003341,0.1971860241,-0.1612856900,-0.1347206589,-0.6169942073,0.1455920988,-4.2378275503,0.1840362446,0.3462608337
extended_10,adaptive_close,2025-07-07,0.0405309951,0.2108961310,-0.1703651360,-0.1406934349,-0.6462985775,0.1457120545,-4.4354503131,0.1874763897,0.3527154523
extended_10,adaptive_close,2025-07-08,0.0426556137,0.1993574216,-0.1567018079,-0.1306548032,-0.5969230336,0.1418404248,-4.2084126201,0.1992145893,0.3669745390
extended_10,adaptive_close,2025-07-09,0.0459490083,0.1697054557,-0.1237564475,-0.1058013766,-0.4770684983,0.1328865183,-3.5900443806,0.2255289860,0.3922259100
extended_10,adaptive_close,2025-07-10,0.0490353737,0.1668318068,-0.1177964331,-0.1009540813,-0.4542900352,0.1325502532,-3.4273041674,0.2274342997,0.3944793383
extended_10,adaptive_close,2025-07-11,0.0509669520,0.1439594349,-0.0929924829,-0.0812900179,-0.3625849492,0.1272256824,-2.8499351891,0.2457243875,0.4122793902
extended_10,adaptive_close,2025-07-14,0.0552303781,0.1466755534,-0.0914451753,-0.0797480813,-0.3555506976,0.1271744455,-2.7957715574,0.2477033783,0.4148223827
extended_10,adaptive_close,2025-07-15,0.0442998059,0.1492337297,-0.1049339238,-0.0913077306,-0.4082997668,0.1234345041,-3.3078252291,0.2836032720,0.4537747901
extended_10,adaptive_close,2025-07-16,0.0515206691,0.1464117781,-0.0948911089,-0.0827722732,-0.3688693197,0.1230593011,-2.9974923989,0.2894348443,0.4571480016
extended_10,adaptive_close,2025-07-17,0.0541391869,0.1535269945,-0.0993878076,-0.0861599322,-0.3844418252,0.1229281583,-3.1273699253,0.2901355728,0.4575837586
extended_10,adaptive_close,2025-07-18,0.0547685607,0.1402160205,-0.0854474598,-0.0749397116,-0.3328500193,0.1206867518,-2.7579665082,0.2998981085,0.4671292311
extended_10,adaptive_close,2025-07-21,0.0641700926,0.1527160886,-0.0885459960,-0.0768150951,-0.3416644997,0.1209978875,-2.8237228496,0.3127275375,0.4881495835
extended_10,adaptive_close,2025-07-22,0.0718804093,0.1490161007,-0.0771356914,-0.0671319499,-0.2976690049,0.1211067319,-2.4579063459,0.3155817109,0.4868806040
extended_10,adaptive_close,2025-07-23,0.0628775036,0.1477044190,-0.0848269154,-0.0739100713,-0.3281762870,0.1203617422,-2.7265830582,0.3313741096,0.5002978011
extended_10,adaptive_close,2025-07-24,0.0683635245,0.1579612384,-0.0895977138,-0.0773753999,-0.3441148061,0.1207316985,-2.8502440569,0.3336637385,0.5060832144
extended_10,adaptive_close,2025-07-25,0.0737266026,0.1757635647,-0.1020369621,-0.0867835721,-0.3867350361,0.1171629784,-3.3008296755,0.3488261986,0.5118270433
extended_10,adaptive_close,2025-07-28,0.0718973053,0.1696232788,-0.0977259735,-0.0835533759,-0.3717699825,0.1164831575,-3.1916200644,0.3529171260,0.5148387940
extended_10,adaptive_close,2025-07-29,0.0666576355,0.1619818000,-0.0953241646,-0.0820358499,-0.3647189935,0.1163066975,-3.1358382742,0.3585983720,0.5190897176
extended_10,adaptive_close,2025-07-30,0.0681867105,0.1332152259,-0.0650285154,-0.0573840819,-0.2523236491,0.1076806881,-2.3432581424,0.4032604702,0.5545463156
